name,brand,category,basePrice,mrp,stockQty,description,imageUrlList
NEWGEN TECH EO-HS3303 218 Wired Headset,NEWGEN TECH,NEWGEN TECH EO-HS3303 218 Wired Headset (White),199.00,999.00,55,"Key Features of NEWGEN TECH EO-HS3303 218 Wired Headset SAMSUNG GALAXY J5 HIGH QUALITY SOUND DEEP BASS,NEWGEN TECH EO-HS3303 218 Wired Headset (White) Price: Rs. 199 Turn your smartphone into a super-phone with our choicest array of mobile accessories. These accessories are specially designed to boost the performance of your phone, along with giving you the option of customizing it to your own liking.,Specifications of NEWGEN TECH EO-HS3303 218 Wired Headset (White) General Headset Design Earbud Brand NEWGEN TECH Wired/Wireless Wired Designed For SAMSUNG GALAXY J5 Compatible Devices Mobile Type of Headset In the Ear Model ID EO-HS3303 218 In Sales Package 1 Headset Color White Controls Call Controls Answer/End Call, Call Reject Bluetooth Bluetooth No Sound Features Noise Cancellation Headphones No Warranty Covered in Warranty Warranty of the product is limited to manufacturing defects only Warranty Summary 10 Days Replacement Warranty Service Type Replacement within 10 days of Purchase Not Covered in Warranty This elaborates on the things that, if damaged, will not be repaired/covered under warranty. Connectivity Connector Type Gold Plated Cord Type 1.2 m Double-sided, Symmetric Cord Microphone Features Noise Cancellation Mircrophone No Additional Features Contour Frame, Deep Bass",http://img5a.flixcart.com/image/headset/a/a/h/newgen-tech-eo-hs3303-244-1100x1100-imaegq8zgxxurvuf.jpeg|http://img6a.flixcart.com/image/headset/a/a/h/newgen-tech-eo-hs3303-244-original-imaegq8zgxxurvuf.jpeg
"Breitling AB011010/BB08 131S Chronomat 44 Analog Watch  - For Boys, Men",SwiftBrand,Wrist Watches,571230.00,571230.00,49,"Breitling AB011010/BB08 131S Chronomat 44 Analog Watch  - For Boys, Men                          Price: Rs. 571,230 				 			MODEL  Breitling Chronomat 01 44mm ???Flying Fish??? Black Dial AB011010/BB08 131S  FUNCTIONS  Powered by a Breitling Calibre 01 fully in-house movement that comes with a 5 year Breitling warranty. A red central chronograph hand accurate to 1/4th of a second, with 30-minute and 12-hour counters. Unidirectional, ratcheted bezel with tachymeter scale for making time and speed measurements.  FEATURES  This chronograph is a tribute to Herbert Nitsch, a Freediver whose achievements have earned him the nickname the ???Flying Fish??? MODEL  Breitling Chronomat 01 44mm ???Flying Fish??? Black Dial AB011010/BB08 131S  FUNCTIONS  Powered by a Breitling Calibre 01 fully in-house movement that comes with a 5 year Breitling warranty. A red central chronograph hand accurate to 1/4th of a second, with 30-minute and 12-hour counters. Unidirectional, ratcheted bezel with tachymeter scale for making time and speed measurements.  FEATURES  This chronograph is a tribute to Herbert Nitsch, a Freediver whose achievements have earned him the nickname the ???Flying Fish???",http://img5a.flixcart.com/image/watch/j/s/y/ab011010-bb08-131s-breitling-original-imae9dn4rtn6rbhu.jpeg|http://img6a.flixcart.com/image/watch/j/s/y/ab011010-bb08-131s-breitling-original-imae9dn4rtn6rbhu.jpeg|http://img5a.flixcart.com/image/watch/j/s/y/ab011010-bb08-131s-breitling-original-imae9dn4juhhf3gs.jpeg|http://img6a.flixcart.com/image/watch/j/s/y/ab011010-bb08-131s-breitling-original-imae9dn4qyugh87f.jpeg|http://img6a.flixcart.com/image/watch/j/s/y/ab011010-bb08-131s-breitling-original-imae9dn4w9czregh.jpeg
TaraProjects Statue Showpiece  -  8.255 cm,TaraProjects,Showpieces,345.00,445.00,34,"TaraProjects Statue Showpiece  -  8.255 cm (Stoneware, Grey)                          Price: Rs. 345 				 			A beautiful statue of the meditating buddha with an aura of purity and knowledge over his head. A beautiful statue of the meditating buddha with an aura of purity and knowledge over his head.",http://img5a.flixcart.com/image/showpiece-figurine/y/z/d/fka-517-taraprojects-1100x1100-imae7wyra8sbhgxy.jpeg|http://img6a.flixcart.com/image/showpiece-figurine/y/z/d/fka-517-taraprojects-original-imae7wyra8sbhgxy.jpeg|http://img6a.flixcart.com/image/showpiece-figurine/y/z/d/fka-517-taraprojects-original-imae7wyrzvy2rzvz.jpeg|http://img6a.flixcart.com/image/showpiece-figurine/y/z/d/fka-517-taraprojects-original-imae7wyrmspffgat.jpeg
Zaicus Resin Geometric Choker Collar Alloy Necklace,Zaicus,Necklaces & Chains,299.00,699.00,45,Zaicus Resin Geometric Choker Collar Alloy Necklace - Buy Zaicus Resin Geometric Choker Collar Alloy Necklace only for Rs. 299 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/necklace-chain/f/g/t/resin-geometric-choker-collar-zaicus-necklace-1100x1100-imae5q9fg7tkartu.jpeg|http://img6a.flixcart.com/image/necklace-chain/f/g/t/resin-geometric-choker-collar-zaicus-necklace-original-imae5q9fg7tkartu.jpeg|http://img6a.flixcart.com/image/necklace-chain/f/g/t/resin-geometric-choker-collar-zaicus-necklace-original-imae5nkcjnqmhduh.jpeg
Timewel 1100-N1614W Heart Analog Watch  - For Women,SwiftBrand,Wrist Watches,855.00,855.00,51,"Timewel 1100-N1614W Heart Analog Watch  - For Women - Buy Timewel 1100-N1614W Heart Analog Watch  - For Women  1100-N1614W Online at Rs.855 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",http://img5a.flixcart.com/image/watch/z/v/x/1100-n1641w-timewel-original-imae4pzzgevh6yvb.jpeg|http://img6a.flixcart.com/image/watch/8/a/t/1100-n1614w-timewel-original-imae4bqhtxc7yfsz.jpeg|http://img6a.flixcart.com/image/watch/z/v/x/1100-n1641w-timewel-original-imae4bqhamfv3mvk.jpeg|http://img6a.flixcart.com/image/watch/z/v/x/1100-n1641w-timewel-original-imae4bqhcnu3vhnt.jpeg
Katalogue Women Heels,Katalogue,Women's Footwear,1750.00,2500.00,19,Specifications of Katalogue Women Heels General Occasion Ethnic Ideal For Women Sandal Details Type Heels Heel Height 4 inch Outer Material Leather Color black055,http://img6a.flixcart.com/image/sandal/c/h/t/black057-katalogue57-katalogue-38-original-imaehzpbwzzgadmj.jpeg|http://img5a.flixcart.com/image/sandal/c/h/t/black057-katalogue57-katalogue-38-original-imaehzpbghuhmezn.jpeg|http://img6a.flixcart.com/image/sandal/c/h/t/black057-katalogue57-katalogue-38-original-imaehzpb9ajsuwgg.jpeg|http://img5a.flixcart.com/image/sandal/c/h/t/black057-katalogue57-katalogue-38-original-imaehzpbxdfqhhh3.jpeg
Ocean Race Graphic Print Men's Round Neck T-Shirt,SwiftBrand,Men's Clothing,349.00,698.00,43,Ocean Race Graphic Print Men's Round Neck T-Shirt                          Price: Rs. 349 				 			Surf On The Web- Look Stylish And Feel Relaxed By Wearing This Printed T-Shirt From Ocean Race. Soft Texture Of 100% Pure Cotton Rich Fabric And Classic Stitching Make This T-Shirt .You Can Team This T-Shirt With Jeans And Shoes Of Your Choice To Complete Your Casual Look. Surf On The Web- Look Stylish And Feel Relaxed By Wearing This Printed T-Shirt From Ocean Race. Soft Texture Of 100% Pure Cotton Rich Fabric And Classic Stitching Make This T-Shirt .You Can Team This T-Shirt With Jeans And Shoes Of Your Choice To Complete Your Casual Look.,http://img6a.flixcart.com/image/t-shirt/3/2/r/ocr-1043-ocean-race-m-original-imae9k54tzwf8fh6.jpeg|http://img6a.flixcart.com/image/t-shirt/3/2/r/ocr-1043-ocean-race-s-original-imae9k53ts2zp7ky.jpeg|http://img6a.flixcart.com/image/t-shirt/3/2/r/ocr-1043-ocean-race-m-original-imae9k54qtjbdst9.jpeg|http://img5a.flixcart.com/image/t-shirt/3/2/r/ocr-1043-ocean-race-m-original-imae9k53zt7hz4kc.jpeg
Paisa worth Plain Single Electric Blanket Multicolour,Paisa worth,Bed Linen,1199.00,1999.00,65,Buy Paisa worth Plain Single Electric Blanket Multicolour at Rs. 1199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/blanket/2/h/u/ebpv06-shopsince-eletric-blanket-single-by-paisa-worth-original-imaec6kqxgtajd2s.jpeg
Opiumstreet Printed Men's Round Neck T-Shirt,SwiftBrand,Men's Clothing,499.00,1049.00,62,Opiumstreet Printed Men's Round Neck T-Shirt - Buy Blue Opiumstreet Printed Men's Round Neck T-Shirt For Only Rs. 1049 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/t-shirt/4/r/y/opm0067-opiumstreet-m-1000x1000-imae9hd5fz59ryuc.jpeg|http://img6a.flixcart.com/image/t-shirt/4/r/y/opm0067-opiumstreet-m-original-imae9hd5fz59ryuc.jpeg|http://img6a.flixcart.com/image/t-shirt/4/r/y/opm0067-opiumstreet-m-original-imae9hd5htc77jak.jpeg|http://img5a.flixcart.com/image/t-shirt/4/r/y/opm0067-opiumstreet-m-original-imae9hd5zmqzrzpu.jpeg|http://img6a.flixcart.com/image/t-shirt/4/r/y/opm0067-opiumstreet-m-original-imae9hd5wz6g9myg.jpeg|http://img5a.flixcart.com/image/t-shirt/4/r/y/opm0067-opiumstreet-m-original-imae9hd5yvjzagyb.jpeg
GAGA Canvas Painting,GAGA,Wall Decor & Clocks,8720.00,15783.00,56,"Key Features of GAGA Canvas Painting Theme: Hand Painting Frame Included,Specifications of GAGA Canvas Painting (12 inch x 15 inch) General Brand GAGA Model Number AM543397 Frame Included Yes Painting Type Canvas Painting Theme Hand Painting Dimensions Weight 1.5 kg Height 12 inch Width 15 inch In the Box Pack of 1",http://img5a.flixcart.com/image/painting/p/g/y/am543401-gaga-original-imaeguj4q7jdwaf3.jpeg|http://img6a.flixcart.com/image/painting/p/g/y/am543401-gaga-original-imaeguj4q7jdwaf3.jpeg
Zed Loafers,Zed,Men's Footwear,499.00,499.00,62,"Key Features of Zed Loafers Material: Fabric Occasion: Casual Color: Grey Heel Height: 1,Specifications of Zed Loafers General Occasion Casual Ideal For Men Shoe Details Heel Height 1 inch Outer Material Fabric Color Grey",http://img5a.flixcart.com/image/shoe/t/e/4/grey-8yt8-zed-43-1000x1000-imaejhvhbjzbjpz5.jpeg|http://img6a.flixcart.com/image/shoe/t/e/4/grey-8yt8-zed-43-original-imaejhvhbjzbjpz5.jpeg|http://img5a.flixcart.com/image/shoe/t/e/4/grey-8yt8-zed-44-original-imaejhvhhmfzgndn.jpeg|http://img6a.flixcart.com/image/shoe/t/e/4/grey-8yt8-zed-44-original-imaejhvhxcnhhgfd.jpeg
Vaishna Fashion Women's Full Coverage Bra,Black,Women's Clothing,92.00,200.00,41,Vaishna Fashion Women's Full Coverage Bra                          Price: Rs. 92 				 			Made from inter-lock stretch cotton fabric this bra will leave you feeling comfortable all-day long. Designed with seamless and moulded cups for natural shaping and support this no-show bra will become your go-to number. Double layered cups for a carefree look and a ditsy bow for that ultra femme charm. Made from inter-lock stretch cotton fabric this bra will leave you feeling comfortable all-day long. Designed with seamless and moulded cups for natural shaping and support this no-show bra will become your go-to number. Double layered cups for a carefree look and a ditsy bow for that ultra femme charm.,http://img5a.flixcart.com/image/bra/p/a/y/va-an-2-sree101-whbl-anusa-32-original-imae6hsfctgx2che.jpeg|http://img5a.flixcart.com/image/bra/k/v/u/va-an-3-sree101-bl-anusa-34-original-imae6hsfrjnw2f8j.jpeg|http://img5a.flixcart.com/image/bra/p/a/y/va-an-2-sree101-whbl-anusa-32-original-imae6hsfqusf5ty8.jpeg|http://img6a.flixcart.com/image/bra/k/v/u/va-an-3-sree101-bl-anusa-32-original-imae6hsf2s9epgyn.jpeg
Voylla Alloy Necklace,Voylla,Necklaces & Chains,414.00,420.00,67,Voylla Alloy Necklace - Buy Voylla Alloy Necklace only for Rs. 414 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img6a.flixcart.com/image/necklace-chain/y/y/z/blbom20078-voylla-necklace-original-imadxmamuymkrrae.jpeg|http://img5a.flixcart.com/image/necklace-chain/y/y/z/blbom20078-voylla-necklace-original-imadxmamwv4d78ga.jpeg
"ManeKo 1 Mobile Holder, 1 Anti Slip Mat Combo",ManeKo,Accessories & Spare parts,365.00,699.00,68,"Key Features of ManeKo 1 Mobile Holder, 1 Anti Slip Mat Combo Universal Mobile Mount Easy One Touch Mounting System 360 Degree Best Angle View Powerful Suction Mount Strong Grip NON SLIP MAT - Universal Product Made of Silicone Long Lasting Product,ManeKo 1 Mobile Holder, 1 Anti Slip Mat Combo Price: Rs. 365 Universal Racer Car Mount Mobile Holder is compatible with most smartphones. Flexible Bending Neck Extra Strength Suction 360 Degree adjustabale rotating joint for optimal viewing angles. This Nonslip Mat is good for placing mobile phone, sunglasses, MP3, wallet, keys, etc It prevents item kept on dashboard from falling /sliding. This anti-slip mat grips your devices to your car dashboard. Not any kind of adhesive/tape is required. It is re-usable and can be washed when it gets dirty.,Specifications of ManeKo 1 Mobile Holder, 1 Anti Slip Mat Combo General Brand ManeKo Vehicle Model Name Universal Primary Product Type Car Mobile Holder Model Number Black One Touch Universal Car Mobile Holder & Anti Slip Mat For Car Dashboard Vehicle Brand Universal Product Features Mobile Holder is suitable for all the smartphones/GPS etc. Non Slip Mat is suitable for all the Dashboard Items (Mobile Phones, Car Keys, MP3 Player, Wallet, Sun Glasses etc.) Secondary Product Type Anti Slip Mat Warranty Covered in Warranty No In the Box 1 Mobile Holder, 1 Anti Slip Mat",http://img5a.flixcart.com/image/automotive-combo/w/k/r/black-one-touch-universal-car-mobile-holder-anti-slip-mat-for-original-imaejfttjbrpgq5n.jpeg|http://img6a.flixcart.com/image/automotive-combo/w/k/r/black-one-touch-universal-car-mobile-holder-anti-slip-mat-for-original-imaeav9pb6kwyejr.jpeg|http://img5a.flixcart.com/image/automotive-combo/w/k/r/black-one-touch-universal-car-mobile-holder-anti-slip-mat-for-original-imaean8butxsthhs.jpeg
Leebo LED Headlight For Bajaj Pulsar 150,Leebo,Car & Bike Accessories,1500.00,3000.00,22,"Key Features of Leebo LED Headlight For Bajaj Pulsar 150 6000k 4800 LM Best light for Bike Good heat dissipation,Leebo LED Headlight For Bajaj Pulsar 150 Price: Rs. 1,500 Super High Power CREE LED headlight for bikes. Features: Vacuum Red Copper thermal conduction tube inside, can transfer more heat, Red Copper heat dissipation belt to get heat dissipation better. CREE-XHP-50 LED chip, Antidust & Waterproof rating IP68, Best in class product with High/low beam. High intensity COB LED,DC12V-24V for most Motorcycle. 6000K xenon white and 4200LM super bright. Life span: +30000 hours, Easy to install, better heat disspation Compatible with bike, light range 200 Mtr. Headlight Voltage: DC12V/DC24V Lamp Type: LED Certification: RoHS CE Model Number: H4 Color: 6000K LED Power: 40W Lumen: 4800LM Material: RED copper+aviation aluminum LED Chip: CREE Waterproof rate: IP68 Waterproof Product name: Led Head Lamp Lifespan: 30000 Hours Usage: Car / Bike Head Light Make sure H4 bulb type is used in your vehical.,Specifications of Leebo LED Headlight For Bajaj Pulsar 150 General Brand Leebo Housing Color Black Beam Type High Beam, Low Beam Light Source LED Type Headlight Finish Aluminium Number of Bulbs 1 Installation Position Center Suitable For Bike With Bulb Yes Vehicle Model Name Pulsar 150 Model Number SUPER_LED10 Vehicle Brand Bajaj In the box 1 Head Light Unit Dimensions Weight 0.2 kg Width 50 mm Depth 50 mm Power Features Power Consumption 40 W Illumination Features Light Color White Additional Features Corrosion Resistant Yes Scratch Resistant Yes Certification CREE",http://img6a.flixcart.com/image/head-light-unit/w/8/x/super-led19-leebo-1100x1100-imaejhwycyffrrex.jpeg|http://img5a.flixcart.com/image/head-light-unit/w/8/x/super-led19-leebo-original-imaejhwycyffrrex.jpeg
VK Jewels Alloy Cubic Zirconia Yellow Gold Bangle Set,VK Jewels,"Bangles, Bracelets & Armlets",559.00,1933.00,52,VK Jewels Alloy Cubic Zirconia Yellow Gold Bangle Set - Buy VK Jewels Alloy Cubic Zirconia Yellow Gold Bangle Set only for Rs. 559 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/bangle-bracelet-armlet/s/j/c/bg1033g-2-6-vk-jewels-2-1100x1100-imae5uybnzzmaafq.jpeg|http://img6a.flixcart.com/image/bangle-bracelet-armlet/s/j/c/bg1033g-2-6-vk-jewels-2-original-imae5uybnzzmaafq.jpeg|http://img5a.flixcart.com/image/bangle-bracelet-armlet/s/j/c/bg1033g-2-6-vk-jewels-2-original-imae5uyb7scqysdx.jpeg
Czds India Shoulder Bag,Czds India,Bags,249.00,599.00,66,"Key Features of Czds India Shoulder Bag Ideal For: Women Material: Silk Closure: Zip,Czds India Shoulder Bag (Black) Price: Rs. 249 Czds India Embroided Traditional Hand Bag A perfect Product for Womens Related to Ethnic or Festive theme . occasion: Festive season, Material ::- Silk, Roto cotton cloth ,Cotton Dori,Wooden Ring, Thread, Mirror and Metal Zip Pocket ::- 1 mini Pocket Inside the bag Product Size :- 15x3x9 Inchs Closing ::- Zip Lock Work :- Embroidery wash Care :- Dry clean,Specifications of Czds India Shoulder Bag (Black) General Closure Zip Type Shoulder Bag Material Silk Style Code BAG-08 Occasion Festive Ideal For Women Color Code Black",http://img6a.flixcart.com/image/hand-messenger-bag/z/a/9/bag-08-czds-india-shoulder-bag-bag-08-original-imaegez6mgajajsf.jpeg|http://img5a.flixcart.com/image/hand-messenger-bag/z/a/9/bag-08-czds-india-shoulder-bag-bag-08-original-imaegez6mgajajsf.jpeg|http://img5a.flixcart.com/image/hand-messenger-bag/m/f/b/bag-06-czds-india-shoulder-bag-bag-06-original-imaegez6crgbgfmy.jpeg|http://img6a.flixcart.com/image/hand-messenger-bag/m/f/b/bag-06-czds-india-shoulder-bag-bag-06-original-imaegez6bfqg64hp.jpeg|http://img6a.flixcart.com/image/hand-messenger-bag/z/a/9/bag-08-czds-india-shoulder-bag-bag-08-original-imaegez6yhz7n5gf.jpeg|http://img6a.flixcart.com/image/hand-messenger-bag/z/a/9/bag-08-czds-india-shoulder-bag-bag-08-original-imaegez6fchgxyff.jpeg
The Intellect Bazaar Geometric Single Blanket Gold,The Intellect Bazaar,Bed Linen,1299.00,1999.00,33,"The Intellect Bazaar Geometric Single Blanket Gold (Mink Blanket, 1 Blanket)                          Price: Rs. 1,299 				 			The Intellect Bazaar presents its all new range of Mink Blanket that is made from the finest quality of material and in complete observance of the prevalent quality norms of the company.The warmth rendered by these blankets completely satisfy the customer needs. The Intellect Bazaar blankets weigh less and provide warmth in freezing winter seasons. These Mink Blankets have a very long life. These blankets are available in 7 colours. The Intellect Bazaar blankets comes in attractive and durable packing which keep these blankets safe ,when not in use. Moreover, these blankets are excellent for gifts. The Intellect Bazaar presents its all new range of Mink Blanket that is made from the finest quality of material and in complete observance of the prevalent quality norms of the company.The warmth rendered by these blankets completely satisfy the customer needs. The Intellect Bazaar blankets weigh less and provide warmth in freezing winter seasons. These Mink Blankets have a very long life. These blankets are available in 7 colours. The Intellect Bazaar blankets comes in attractive and durable packing which keep these blankets safe ,when not in use. Moreover, these blankets are excellent for gifts.",http://img5a.flixcart.com/image/blanket/y/r/6/dohar-gold-db-the-intellect-bazaar-plain-blanket-1100x1100-imaee3ggwajgbjjp.jpeg|http://img5a.flixcart.com/image/blanket/y/r/6/dohar-gold-db-the-intellect-bazaar-plain-blanket-original-imaee3ggwajgbjjp.jpeg|http://img6a.flixcart.com/image/blanket/y/r/6/dohar-gold-db-the-intellect-bazaar-plain-blanket-original-imaee3ggayyzzshw.jpeg|http://img5a.flixcart.com/image/blanket/y/r/6/dohar-gold-db-the-intellect-bazaar-plain-blanket-original-imaee3ggzgt8kng8.jpeg|http://img5a.flixcart.com/image/blanket/y/r/6/dohar-gold-db-the-intellect-bazaar-plain-blanket-original-imaee3gh7ppe5y6c.jpeg
Allure Auto CM 1858 Car Mat Daewoo Matiz,Allure Auto,Accessories & Spare parts,1599.00,4900.00,23,Buy Allure Auto CM 1858 Car Mat Daewoo Matiz for Rs.1599 online. Allure Auto CM 1858 Car Mat Daewoo Matiz at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img5a.flixcart.com/image/car-mat/m/v/v/honda-jazz-odourless-car-floor-foot-mats-5-pcs-set-red-allure-1100x1100-imaecqmdqrwq7z7b.jpeg|http://img6a.flixcart.com/image/car-mat/m/v/v/honda-jazz-odourless-car-floor-foot-mats-5-pcs-set-red-allure-original-imaecqmdqrwq7z7b.jpeg
Omtex Solid Men's Polo Neck T-Shirt,SwiftBrand,Men's Clothing,665.00,665.00,16,Omtex Solid Men's Polo Neck T-Shirt                          Price: Rs. 665 				 			Omtex Grasshopper Sportswear super soft breathable light Cotton fabric that allows maximum air flow and ventilation Omtex Grasshopper Sportswear super soft breathable light Cotton fabric that allows maximum air flow and ventilation,http://img6a.flixcart.com/image/t-shirt/m/7/n/grasshopperhs-omtex-28-original-imae7qq46mr4nmgn.jpeg|http://img5a.flixcart.com/image/t-shirt/m/7/n/grasshopperhs-omtex-28-original-imae7qq46mr4nmgn.jpeg|http://img5a.flixcart.com/image/t-shirt/m/7/n/grasshopperhs-omtex-28-original-imae7qq4jhynghx2.jpeg|http://img6a.flixcart.com/image/t-shirt/m/7/n/grasshopperhs-omtex-44-original-imae7qq4dyghu3ym.jpeg
"UpTown Metal, Alloy Necklace",UpTown,Necklaces & Chains,300.00,399.00,36,"UpTown Metal, Alloy Necklace - Buy UpTown Metal, Alloy Necklace only for Rs. 300 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!",http://img6a.flixcart.com/image/necklace-chain/c/7/q/kj15n060-uptown-necklace-original-imae7m9becaaun35.jpeg|http://img5a.flixcart.com/image/necklace-chain/c/7/q/kj15n060-uptown-necklace-original-imae7m9becaaun35.jpeg|http://img5a.flixcart.com/image/necklace-chain/c/7/q/kj15n060-uptown-necklace-original-imae7m9bdcuzgxyr.jpeg
BI Classics Wallpaper,BI,Wall Decor & Clocks,2490.00,4999.00,34,"Key Features of BI Classics Wallpaper easy to use fastly or swiftly done Hassle free,BI Classics Wallpaper (520 cm X 106 cm) Price: Rs. 2,490 wallpapers are a new way of living we can make our walls speak for themselves.wallpapers add elegance,richness and elegance to our interior spaces and make a standout stylestatement. They are easy to use,fastly done and hassle free.,Specifications of BI Classics Wallpaper (520 cm X 106 cm) General Brand BI Scratch Resistant No Shade blue Match Straight Material Paper, Vinyl Finish textured Color Cream, Brown, golden, Red, Blue Design floral::antique Shape cylindrical Suitable For kitchen, Bathroom, drawing room, offices, hospitals, lobbies, et Theme Classics Model Number B0027 Length 520 cm Paper Type Vinyl-coated Width 106 cm Print Type Surface Printing Size 57sqft material Warranty Warranty Summary warranty only resides till the delivery of the product,any breakages till the delivery Dimensions Weight 1500 g Paper Density 250 gsm Additional Features Washable Yes In the Box Pack of 1",http://img5a.flixcart.com/image/wallpaper/e/z/h/b0027-106-520-bi-original-imaejqsvrhrwvv2p.jpeg|http://img5a.flixcart.com/image/wallpaper/e/z/h/b0027-106-520-bi-original-imaejqsvwfux3fdy.jpeg|http://img5a.flixcart.com/image/wallpaper/e/z/h/b0027-106-520-bi-original-imaejqsvgq8bdfww.jpeg
Clovia Non Wired Bra In Deep Maroon Women's Full Coverage Bra,Deep Maroon,Women's Clothing,249.00,349.00,52,"Clovia Non Wired Bra In Deep Maroon Women's Full Coverage Bra                          Price: Rs. 249 				 			This classic maroon non-padded non-wire bra has full coverage. Sensous all over design makes it sexy and adds glamour. Sleek, adjustable strap gives you a snug fit. It has high center gore for better support. This classic maroon non-padded non-wire bra has full coverage. Sensous all over design makes it sexy and adds glamour. Sleek, adjustable strap gives you a snug fit. It has high center gore for better support.",http://img6a.flixcart.com/image/bra/n/r/y/br0181q09-cloe-36b-original-imae6z2zgnceqd23.jpeg|http://img6a.flixcart.com/image/bra/n/r/y/br0181q09-cloe-36b-original-imae6z2zykjbmsaj.jpeg|http://img6a.flixcart.com/image/bra/n/r/y/br0181q09-cloe-36b-original-imae6z2zknedzbvd.jpeg|http://img5a.flixcart.com/image/bra/n/r/y/br0181q09-cloe-36b-original-imae6y3nchvgjsjn.jpeg
Galsgallery Women's Floral Print Casual Shirt,Slim Fit,Women's Clothing,399.00,649.00,55,Galsgallery Women's Floral Print Casual Shirt - Buy Berry Red Galsgallery Women's Floral Print Casual Shirt For Only Rs. 649 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/shirt/9/e/j/funky-angel-galsgallery-40-original-imaec2dfxzhphcf5.jpeg|http://img5a.flixcart.com/image/shirt/9/e/j/funky-angel-galsgallery-40-original-imaec2dgzkdhbkde.jpeg|http://img6a.flixcart.com/image/shirt/9/e/j/funky-angel-galsgallery-40-original-imaec2dgxbysuxzr.jpeg
Giorgio Armani SMOOTH SILK LIP PENCIL 12,Giorgio Armani,Makeup,1710.00,1800.00,72,"Giorgio Armani SMOOTH SILK LIP PENCIL 12 (Soyeux 12) Price: Rs. 1,710 Glides on smoothly and defines the look of your lips with gorgeous colour.,Specifications of Giorgio Armani SMOOTH SILK LIP PENCIL 12 (Soyeux 12) Lip Liner Details Dual-tipped No Shade Soyeux 12 Waterproof No Smudge-free No Size 1.14 In the Box 1 Lip Pencil",http://img5a.flixcart.com/image/lip-liner/z/z/m/giorgio-armani-smooth-silk-lip-pencil-12-1100x1100-imaegtf33je8kmkn.jpeg|http://img5a.flixcart.com/image/lip-liner/z/z/m/giorgio-armani-smooth-silk-lip-pencil-12-original-imaegtf33je8kmkn.jpeg
Puma Casual Short Sleeve Solid Women's Top,SwiftBrand,Women's Clothing,1499.00,1499.00,22,Puma Casual Short Sleeve Solid Women's Top - Buy Ecru Heather Puma Casual Short Sleeve Solid Women's Top For Only Rs. 1499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/top/h/p/9/1-1-83216407-ecru-heather-puma-xl-original-imaebgy727gxc7ta.jpeg|http://img5a.flixcart.com/image/top/h/p/9/1-1-83216407-ecru-heather-puma-xl-original-imaebgy727gxc7ta.jpeg|http://img5a.flixcart.com/image/top/h/p/9/1-1-83216407-ecru-heather-puma-xl-original-imaebgy7hztzh9kf.jpeg|http://img5a.flixcart.com/image/top/h/p/9/1-1-83216407-ecru-heather-puma-xl-original-imaebgy7etvwwycq.jpeg
Xiao Zhi Xiong 065 Pouch Tower Art Cloth Pencil Box,SwiftBrand,School Supplies,270.00,300.00,36,Flipkart.com: Buy Xiao Zhi Xiong 065 Pouch Tower Art Cloth Pencil Box only for Rs. 270 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/pencil-box/6/v/t/xiao-zhi-xiong-vep087a-original-imae672yuyxuwjky.jpeg|http://img6a.flixcart.com/image/pencil-box/6/v/t/xiao-zhi-xiong-vep087a-original-imae672yuyxuwjky.jpeg
Monmione Women's Push-up Bra,Monmione,Women's Clothing,799.20,999.00,66,"Specifications of Monmione Women's Push-up Bra General Details Brand Color Red & Black Age Group NA - NA month color Red, Black Pattern Solid Ideal For Women's Bra Details Wire Support Underwire Detachable Straps No Straps Regular Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Push-up Bra",http://img5a.flixcart.com/image/bra/x/y/a/fc-707-bra-red-monmione-42-1000x1000-imaegf7chvnprd6v.jpeg|http://img6a.flixcart.com/image/bra/x/y/a/fc-707-bra-red-monmione-42-original-imaegf7chvnprd6v.jpeg|http://img6a.flixcart.com/image/bra/x/y/a/fc-707-bra-red-monmione-42-original-imaegf7cm2bysmgf.jpeg|http://img6a.flixcart.com/image/bra/x/y/a/fc-707-bra-red-monmione-40-original-imaegf7ckyeee4c9.jpeg|http://img5a.flixcart.com/image/bra/x/y/a/fc-707-bra-red-monmione-40-original-imaegf7cgxkwbsum.jpeg
